S.No,Domain,Category,Region
4229,casime.in,Unknown,India
4230,casinoriversgoa.com,Restaurant & Hospitality,India
4231,casioindiastore.in,Unknown,India
4232,casique.in,Fashion & Apparel,India
4233,caslay.in,Fashion & Apparel,India
4234,casml.cc,Schools & Universities,India
4235,cason.in,Electronics & Tech,India
4236,casora.in,Fashion & Apparel,India
4237,casotec.com,Ecommerce/Retail,India
4238,caspian.in,Private Equity & Venture Capital,India
4239,caspianfurniture.com,Home & Living,India
4240,caspianservices.in,Construction & Building Materials,India
4241,castellumlabs.com,Unknown,Global
4242,castlekanota.com,Restaurant & Hospitality,India
4243,castlemandawa.com,Restaurant & Hospitality,107
4244,castler.com,Banking & Financial Services,US
4245,castlesbarbeque.com,Restaurant & Hospitality,India
4246,castudyweb.com,EdTech,India
4247,catalyseadvisory.com,Marine & Shipping,US
4248,catalyser.in,EdTech,India
4249,catalystk.com,SaaS & B2B,India
4250,catalysttrustee.com,Chemicals & Petrochemicals,India
4251,catamaran.in,Private Equity & Venture Capital,India
4252,catchmaster.com,Fashion & Apparel,US
4253,cateringcorner.in,Wedding & Events,India
4254,catestseries.com,EdTech,India
4255,catexoverseas.com,Fashion & Apparel,India
4256,catholicliturgicals.com,Religious & Spiritual,Global
4257,catusharmakkar.com,EdTech,India
4258,catway.in,Schools & Universities,India
4259,cauveryhandicrafts.net,Handicrafts & Artisanal Goods,India
4260,cavalier.in,EdTech,India
4261,cavalierindia.com,Aerospace & Defense,India
4262,cavesbycraftels.in,Unknown,India
4263,cayroshop.com,Electronics & Tech,India
4264,cbcandco.com,Professional Services,Global
4265,cbe.in,Electronics & Tech,India
4266,cbic.org,EdTech,Global
4267,cbigsjewels.com,Jewelry,India
4268,cbmindia.org,NGO & Non-Profit,India
4269,cboxera.com,Home & Living,India
4270,cbse360.com,EdTech,Global
4271,cbseblueprint.in,EdTech,India
4272,cbvalueaddrealty.in,Real Estate,India
4273,cbwe.gov.in,Government & Public Sector,India
4274,ccabstravel.com,Airlines & Aviation,India
4275,ccaindia.in,EdTech,India
4276,ccbankchennai.com,Banking & Financial Services,India
4277,ccbpali.com,Banking & Financial Services,India
4278,ccimindia.net.in,Health & Wellness Services,India
4279,cckonline.in,Fashion & Apparel,India
4280,cclproducts.com,Printing & Packaging,India
4281,ccpl-india.com,Textiles & Fabrics,Global
4282,ccrl.co.in,Unknown,India
4283,cctech.co.in,Cloud & DevTools,India
4284,cdccbank.co.in,Banking & Financial Services,India
4285,cdccbank.com,Banking & Financial Services,Global
4286,cdgtraining.com,EdTech,Global
4287,cdhfinechemical.com,Health & Wellness Services,Global
4288,cdi.org.in,Healthcare & Hospitals,India
4289,ceaindiahub.in,Unknown,India
4290,ceap.co.in,Schools & Universities,India
4291,ceasefire.in,Manufacturing,India
4292,ceat.eu,Automotive,US
4293,cecmohali.org,Schools & Universities,India
4294,ceeindia.org,EdTech,Global
4295,ceejayfinance.com,Automotive,India
4296,ceejeegroup.com,EdTech,India
4297,ceeri.res.in,Schools & Universities,India
4298,ceibagreen.com,Environmental & Waste Management,India
4299,ceimah.in,Government & Public Sector,India
4300,celebrityhospitality.com,Restaurant & Hospitality,Global
4301,celebsline.com,Dating & Matchmaking,Global
4302,celebsta.com,Social Media & Platforms,Global
4303,celes-te.com,Unknown,Global
4304,celestialcrafts.in,Unknown,India
4305,celette.com,Unknown,Global
4306,celewish.com,Creator Economy & Influencer,US
4307,celextel.org,Religious & Spiritual,Global
4308,cellcommnext.com,Manufacturing,India
4309,cellhealth.in,Unknown,India
4310,cellpoint.biz,Ecommerce/Retail,India
4311,cellpoint.com.au,Electronics & Tech,Australia
4312,celron.in,Energy & Utilities,India
4313,celtel.in,Ecommerce/Retail,India
4314,cemuttathara.ac.in,Construction & Building Materials,India
4315,cenexcisekochi.gov.in,Government & Public Sector,India
4316,cenjows.in,Aerospace & Defense,India
4317,cenlub.com,Manufacturing,Global
4318,cens.res.in,Government & Public Sector,India
4319,centa.ac.uk,News & Media,UK
4320,centai.in,Health & Wellness Services,India
4321,centaurpharma.com,Pharmaceuticals,Global
4322,centaxonline.com,Education Services (Non-Digital),US
4323,centerformentalhealth.in,Health & Wellness Services,India
4324,centexexports.com,Textiles & Fabrics,Global
4325,centralacademyschools.org,EdTech,Global
4326,centralchronicle.in,News & Media,India
4327,centralindiahackathon.tech,Social Media & Platforms,India
4328,centralpark.in,Real Estate,India
4329,centralsquarefoundation.org,EdTech,UK
4330,centreforcontemporaryfolklore.org,Museums; Heritage & Culture,Global
4331,centrefordefencecareers.co.in,Aerospace & Defense,India
4332,centreformindfulness.in,Unknown,India
4333,centrepointnagpur.com,Restaurant & Hospitality,India
4334,centrepointschools.com,Schools & Universities,India
4335,centricity.co.in,Wealth & Asset Management,India
4336,centumelectronics.com,Electronics & Tech,Global
4337,centuryhospital.in,Healthcare & Hospitals,India
4338,centurylawfirm.in,Legal,India
4339,centurypaperindia.com,Forestry & Timber,India
4340,centuryrealestate.in,Real Estate,India
4341,ceoarunachal.nic.in,Government & Public Sector,India
4342,ceochandigarh.gov.in,News & Media,India
4343,ceoindiamagazine.com,News & Media,Global
4344,ceoinsightsasia.com,News & Media,Global
4345,ceoinsightsindia.com,News & Media,Global
4346,ceoitbox.com,HR & Recruitment,India
4347,ceojk.nic.in,Government & Public Sector,India
4348,ceomanipur.nic.in,Government & Public Sector,India
4349,ceomeghalaya.nic.in,EdTech,India
4350,ceotripura.nic.in,Government & Public Sector,India
4351,cepialabs.com,AI & Data Science,India
4352,ceracare.net,Unknown,Global
4353,ceragem.co.in,Salon & Spa,India
4354,cerealhustler.com,Unknown,Global
4355,ceresorganics.com.au,Food & Beverage,Australia
4356,cerorecycling.com,Environmental & Waste Management,Global
4357,certcube.com,Health & Wellness Services,Global
4358,certifymyhealth.com,Health & Wellness Services,India
4359,cerulean.in,Beauty & Personal Care,India
4360,ceryn.in,Fashion & Apparel,India
4361,cescube.com,Electronics & Tech,Global
4362,cessnalifeline.com,Healthcare & Hospitals,India
4363,cessnapetstore.in,Pet Products,India
4364,cet.ac.in,Sports Leagues & Professional Sports,India
4365,cetking.com,EdTech,Global
4366,cevious.com,Ecommerce/Retail,India
4367,cewacor.nic.in,Logistics,India
4368,cfalindia.com,EdTech,India
4369,cfasocietyindia.org,NGO & Non-Profit,Global
4370,cfdflowengineering.com,Manufacturing,India
4371,cfieducation.in,EdTech,India
4372,cfiindia.in,Sports & Outdoor,India
4373,cfirst.io,HR & Recruitment,Global
4374,cfl.in,Schools & Universities,India
4375,cflltd.in,Banking & Financial Services,India
4376,cfloworld.com,Construction & Building Materials,Global
4377,cfobridge.com,Manufacturing,India
4378,cforerankings.com,Schools & Universities,India
4379,cgai.co.in,EdTech,India
4380,cgapexbank.com,Cooperatives & Community Commerce,Global
4381,cgbank.in,Banking & Financial Services,India
4382,cgca.gov.in,Electronics & Tech,India
4383,cgchemistrysolutions.co.in,Pharmacy & Optical,India
4384,cgcompetitionpoint.in,EdTech,India
4385,cgewho.in,Banking & Financial Services,India
4386,cgfilm.in,News & Media,India
4387,cggb.in,Banking & Financial Services,India
4388,cghearthayurveda.com,Health & Wellness Services,Global
4389,cgibali.gov.in,International & Diplomatic Organizations,India
4390,cgierbil.gov.in,Unknown,India
4391,cgiistanbul.gov.in,International & Diplomatic Organizations,India
4392,cgisaopaulo.gov.in,International & Diplomatic Organizations,India
4393,cgispburg.gov.in,International & Diplomatic Organizations,India
4394,cgmemart.com,Electronics & Tech,India
4395,cgmsc.gov.in,Unknown,India
4396,cgpaintopercentages.com,EdTech,US
4397,cgr.gold,Precious Metals; Gems & Bullion,India
4398,cgresettlement.com,News & Media,India
4399,cgstaffportal.in,Government & Public Sector,India
4400,cgu-odisha.ac.in,Schools & Universities,India
4401,cgvidhansabha.gov.in,Manufacturing,India
4402,cgwa-noc.gov.in,Government & Public Sector,India
4403,cgwrd.in,Government & Public Sector,India
4404,ch-india.com,Schools & Universities,Global
4405,chaandishop.com,Jewelry,India
4406,chaarpai.com,Office & Stationery,India
4407,chaatpuchka.net,Restaurant & Hospitality,India
4408,chabhi.com,Home Services,Global
4409,chacma.in,Unknown,India
4410,chadmax.in,Social Media & Platforms,India
4411,chagans.com,FinTech,India
4412,chahyay.com,Ecommerce/Retail,India
4413,chaichai.in,Food & Beverage,India
4414,chaichuntea.com,Printing & Packaging,India
4415,chainsandcharms.in,Fashion & Apparel,India
4416,chainupsolutions.com,Social Media & Platforms,US
4417,chaipanti.com,Alcohol & Tobacco,India
4418,chaipoint.com,Food & Beverage,India
4419,chairsuggest.com,Office & Stationery,India
4420,chairwale.com,Home & Living,India
4421,chaisuttabarindia.com,Alcohol & Tobacco,India
4422,chaitanyam.care,Health & Wellness Services,India
4423,chaitanyarehab.com,Healthcare & Hospitals,India
4424,chaitanyas-academy.com,EdTech,India
4425,chaitown.in,Unknown,India
4426,chaiwaale.com,Unknown,Global
4427,chakdahacollege.ac.in,Office & Stationery,India
4428,chakkarcrackers.com,Unknown,Global
4429,chakolab.in,Baby & Kids,India
4430,chakragemsart.com,Home & Living,Global
4431,chakranewz.com,Aerospace & Defense,India
4432,chakrapaniayurveda.com,Health & Wellness Services,Global
4433,chakrayog.com,Jewelry,India
4434,chalkandchuckles.com,Unknown,Global
4435,challanijewels.com,Jewelry,India
4436,challengebarbell.com,Unknown,Global
4437,challengerooms.in,Restaurant & Hospitality,India
4438,chalotravellers.com,Religious & Spiritual,UK
4439,chamakkatt.com,Unknown,Global
4440,chamanspices.com,Food & Beverage,Global
4441,chamberofgods.com,Health & Wellness,India
4442,chamberofsalmankhurshid.com,Legal,India
4443,chambharmatrimony.com,Dating & Matchmaking,Global
4444,chambrayandco.in,Fashion & Apparel,India
4445,chameeandpalak.in,Fashion & Apparel,India
4446,chamoli.gov.in,Government & Public Sector,India
4447,champaca.in,Social Media & Platforms,India
4448,champanerheritageresort.com,Museums; Heritage & Culture,India
4449,champawat.nic.in,Government & Public Sector,India
4450,champissageinternational.com,Unknown,Global
4451,champsshoes.in,Fashion & Apparel,India
4452,champu.in,Fashion & Apparel,India
4453,chamundeshwaritemple.in,Religious & Spiritual,India
4454,chanajor.com,Media & Entertainment,Global
4455,chanak.co,Baby & Kids,India
4456,chanakyabnrpuri.com,Museums; Heritage & Culture,India
4457,chanakyaforum.com,Social Media & Platforms,Global
4458,chanakyaiasacademy.com,EdTech,India
4459,chanakyamandal.org,Web Hosting & Domains,Global
4460,chanchalcollege.ac.in,EdTech,India
4461,chanchalsingh.in,News & Media,India
4462,chandakgroup.com,Real Estate,India
4463,chandanelectric.in,Manufacturing,India
4464,chandanmukhwas.com,Web Hosting & Domains,India
4465,chanderi.org,Museums; Heritage & Culture,Global
4466,chandigarhacademy.com,Government & Public Sector,India
4467,chandigarhayurvedcentre.com,Health & Wellness Services,India
4468,chandrikasoaps.com,Beauty & Personal Care,India
4469,changeofnameads.com,News & Media,India
4470,channelplay.in,Wholesale & Distribution,India
4471,chaosfaktory.com,Fitness & Gym,Global
4472,chaplot.in,Automotive,India
4473,chaptervitamins.com,Food & Beverage,India
4474,characterbazaar.com,Unknown,Global
4475,charakayurveda.com,Health & Wellness Services,Global
4476,charangroup.in,Real Estate,India
4477,charcoaleats.com,Restaurant & Hospitality,Global
4478,chardham-pilgrimage-tour.com,Religious & Spiritual,India
4479,chardhamhotel.in,Travel & Ticketing,India
4480,chardhamtour.in,Travel & Ticketing,India
4481,chardhamtourism.com,Religious & Spiritual,India
4482,chargezone.co.in,Electronics & Tech,India
4483,chariotbeachresorts.com,Restaurant & Hospitality,107
4484,charitism.com,NGO & Non-Profit,India
4485,charlies-care.com,NGO & Non-Profit,India
4486,charmaclinic.com,Health & Wellness Services,India
4487,charteredclub.com,Banking & Financial Services,US
4488,charteredone.com,Legal,India
4489,charterflightsaviation.com,Airlines & Aviation,Global
4490,charunoptic.com,Unknown,Global
4491,chaudharyhospital.in,Healthcare & Hospitals,India
4492,cheapergames.in,Social Media & Platforms,India
4493,checkinmyhotel.com,Travel & Ticketing,Global
4494,cheerio.in,AI & Data Science,India
4495,cheersagarexports.com,Fashion & Apparel,Global
4496,cheersbyunited.com,Alcohol & Tobacco,Global
4497,chemca.in,EdTech,India
4498,chemicalbull.com,Chemicals & Petrochemicals,India
4499,chemijournal.com,Office & Stationery,India
4500,chemistryabc.com,Pharmacy & Optical,Global
4501,chemxzen.com,Manufacturing,India
4502,chemzest.com,Unknown,Global
4503,chenabgourmet.com,Unknown,Global
4504,chendlasports.co.in,Sports & Outdoor,India
4505,chengalpattu.nic.in,Government & Public Sector,India
4506,chennaiadventureclub.com,Unknown,Global
4507,chennaiangadi.com,Unknown,Global
4508,chennaicampus.com,Schools & Universities,India
4509,chennaichessclub.in,Gaming & Esports,India
4510,chennaicustoms.gov.in,Logistics,India
4511,chennaicyclists.com,Sports & Outdoor,India
4512,chennaidecemberseason.com,Office & Stationery,India
4513,chennaigrocers.com,Food & Beverage,India
4514,chennaiinternationalbookfair.com,Government & Public Sector,Global
4515,chennailasergastro.com,Health & Wellness Services,India
4516,chennailiverfoundation.org,Healthcare & Hospitals,India
4517,chennaimath.org,Social Media & Platforms,India
4518,chennaimatrimony.com,Dating & Matchmaking,Global
4519,chennaionlineflorists.com,Wedding & Events,India
4520,chennaipackersmovers.com,Home Services,India
4521,chennaipcosclinic.com,Healthcare & Hospitals,US
4522,chennaiphotobiennale.com,NGO & Non-Profit,India
4523,chennaiphysiocare.com,Health & Wellness Services,India
4524,chennaiplantnursery.com,Baby & Kids,India
4525,chennaiproperties.in,Real Estate,India
4526,chennaipublicschool.com,Schools & Universities,India
4527,chennaipumpdealer.com,Fashion & Apparel,UK
4528,chennairealties.in,Real Estate,India
4529,chennairunners.in,Office & Stationery,India
4530,chennaisamirta.com,Restaurant & Hospitality,India
4531,chennaitravels.in,Tourism & Destination Management,India
4532,chennaivolunteers.org,NGO & Non-Profit,Global
4533,chequeprint.in,Banking & Financial Services,India
4534,chequpi.com,Fashion & Apparel,India
4535,cherakulam.shop,Ecommerce/Retail,India
4536,cherom.in,Handicrafts & Artisanal Goods,India
4537,cherrapunjee.com,Restaurant & Hospitality,India
4538,cherrapunji.com,Restaurant & Hospitality,Global
4539,cherrify.in,Fashion & Apparel,India
4540,cherryagencies.com,Automotive,US
4541,cherryapp.in,Banking & Financial Services,India
4542,cherryblush.co,Beauty & Personal Care,India
4543,cherryglitz.com,Salon & Spa,India
4544,cherrypick.city,Fashion & Apparel,India
4545,cherrypickindia.in,Home & Living,India
4546,cheryllaboratories.com,Beauty & Personal Care,Global
4547,chessbazaar.com,Unknown,Global
4548,chessbazaar.in,Art & Collectibles,India
4549,chessbrainz.com,EdTech,India
4550,chessevents.co.in,Gaming & Esports,India
4551,chessgaja.com,EdTech,India
4552,chessgo.in,Baby & Kids,India
4553,chessgurukul.com,Gaming & Esports,India
4554,chesta.in,EdTech,India
4555,cheston.in,Unknown,India
4556,chetaknoida.in,Automotive,India
4557,chetana.org.in,NGO & Non-Profit,India
4558,chetanaeducation.com,EdTech,Global
4559,chetanbhagat.com,Social Media & Platforms,India
4560,chethanaonline.com,EdTech,India
4561,chetinaadcourtyard.com,Wedding & Events,India
4562,chetmani.com,Jewelry,India
4563,chetnabagga.com,Fashion & Apparel,India
4564,chettiarmatrimony.com,Dating & Matchmaking,Global
4565,chettinadhealthcity.com,Health & Wellness Services,India
4566,chettinadhospital.com,Health & Wellness Services,India
4567,chettinadresorts.in,Restaurant & Hospitality,India
4568,chettinadvidyashram.in,Religious & Spiritual,India
4569,chettinadvidyashram.org,Religious & Spiritual,India
4570,chettiyarmatrimony.com,Dating & Matchmaking,Global
4571,chetty.co,Electronics & Tech,India
4572,chezuppa.com,Food & Beverage,Global
4573,chfl.co.in,Real Estate,India
4574,chhapa.in,Fashion & Apparel,India
4575,chhattisgarhtourism.co.in,Travel & Ticketing,India
4576,chhavviaggarwal.com,Fashion & Apparel,India
4577,chhedaspecialities.com,Food & Beverage,Global
4578,chhotacfo.com,Professional Services,India
4579,chiaroscuro.in,Fashion & Apparel,India
4580,chiars.co,Fashion & Apparel,India
4581,chickenratetoday.in,Agriculture,India
4582,chicmicstudios.in,Professional Services,India
4583,chidhagni.com,Conglomerates & Holding Companies,Global
4584,chigee.in,Electronics & Tech,India
4585,chikankarifabric.in,Fashion & Apparel,India
4586,chikucab.com,Religious & Spiritual,India
4587,chikupiku.com,Baby & Kids,India
4588,childcareindiatrust.org,NGO & Non-Profit,India
